Sentence,Word,Meaning,Source
يمكن المساعدة في علاج ألم وسط الظهر بالمنزل من خلال اتباع الإجراءات التالية: ممارسة تمارين الإطالة والتمدد، التبديل بين الكمادات الدافئة والباردة، استخدام مسكنات متاحة بدون وصفة طبية، ولكن يجب عدم الإكثار منها، تدليك الظهر بحركات دائرية لطيفة.,وسط,منتصف، ما بين طرفيْ الشيء,Altibbi
أدوية التخسيس تعمل، ولكنها  تعمل على تخسيس الجسم كله، وليس منطقة بعينها دون أخرى. يمكنك خسارة الوزن بالرجيم وأدوية التخسيس ولكن سوف تظل منطقة الوسط والخصر آخر منطقة تخسر بها الدهون. أدوية التخسيس لن تغير من طبيعة جسمك أو نمط خسارة الدهون.,وسط,خاصرة ، منتصف الجسم,egyfitness
كل ولد يستطيع أن ينجح والمطلوب فقط توفير الفرصة له.,ولد,كل ما وُلِدَ.,Reverso Dictionary
مواطن ولد زوجته بعد إصرار الدكتور على عملية ليثبت له أن تشخيص الحالة خاطىء...,ولد,وَلَّدَ الطبيبُ المرأةَ: تولى إخراج الجنين من بطنها.,lexicon.alsharekh
وُلد كيروش يوم 1 مارس/آذار 1953 لأبوين برتغاليين، في مدينة نامبولا في موزمبيق، والتي كانت خاضعة لسيطرة الاحتلال البرتغالي.,ولد,وِلادَةً‌ و مَوْلِدًا: ترك أَحشاء الأُمّ‌،خرج إلى الوجود,arabic post
مهام ثقيلة تنتظر باتشيكو بعدما ولي القيادة الفنية لفريق الزمالك...,ولي,وَلِيَ فلانٌ الشيءَ: تولى أمره وحَكَمَه‏.,lexicon.alsharekh
يجب مراقبة الطفل خلال صومه، فإذا شعر الطفل بإرهاق واضح أو مرض وعدم تحمل الصيام، فيجب أن يسارع ولي أمره بإفطاره.,ولي,كلّ مَنْ كُلِّف بأمر أو قام به,Altibbi
يقول الشريف إن زمرة قليلة من الناس يعرفون أن هناك 15 وليا صالحا بمنطقة سيدي بوسعيد ما تزال أضرحتهم موجودة إلى اليوم، رغم أن الروايات تزعم أن المنطقة ضمت نحو 500 ولي صالح، بحسب ما ذكره.,ولي,شخص معروف بالتقوى والصلاح.,aljazeera
ذلك أن العلم سراج يخرج الناس من الظلمات إلى النور ومن الضلالة إلى الهداية ومن الحيرة إلى الرشد وهو أنواع منوعة، وأشرف العلم ما تعلق بمعرفة الله عزوجل وأسمائه وصفاته، فذلك يثمر في القلب من معاني الحب والإنابة والتضرع والتوكل والخوف والرجاء ما يسر النفوس ويطمئن القلوب,يسر,يفرحه، ويرضيه,aljazeera
وبالمثل، فإن أطفال اليوم محاطون بأشكال مختلفة من الضغط المستمر لأداء أفضل ما لديهم في كل جانب. يتمتع بعض الأطفال بالقدرة على التركيز ومهارات التعلم الصحيحة، بالتالي يتعلمون بسهولة ويسر. وفي حالات أخرى، يؤدي الضغط المستمر على بعض الأطفال إلى ابتعادهم عن الدراسة. ويبقى السؤال المهم هو كيف نحسن علاقة هؤلاء الأطفال بالدراسة؟,يسر,سهولة‏,aljazeera
"وعرضت على شاشة ضخمة صور من حفل زفاف ضياء ويسر، اللذين تزوجا حديثا، وأشعلت الشموع في أماكن متفرقة من الحرم الجامعي، كما علقت لافتات مكتوب عليها ""حياة المسلمين مهمة"" و""أوقفوا الإسلاموفوبيا"" و""احترموا المسلمين"".",يسر,اسم عربي بضم الياء وتسكين السين، يطلق على الذكور والإناث,aljazeera
تمكن الباحثون أخيرا من العثور على تفسير فلكي لسر كويكب صغير رصده العلماء قبل سنتين وأوقعهم في حيرة كبيرة لأنه يسير منذ مليون سنة عكس اتجاه آلاف الكويكبات الأخرى دون أن يصطدم بها.,يسير,فلانٌ: يمشي، يتقدَّم‏.,aljazeera
"علقت العماري على هذه المعلومات، في تصريحات أبرزتها صحيفة AS الإسبانية، حيث قالت: ""الأمور تدار داخلياً في باريس سان جيرمان، وكل شيء يسير على ما يرام"".",يسير,الشيءُ: يتجه أو يتقدم ويتحرك.,arabic post
يسير المهندس المشروع ويشرف على تنفيذ جميع المراحل بدقة وإتقان,يسير,الفعل المضارع من الفعل (سَيَّرَ) فلانٌ الشركة ونحوها: تولى إدارتها.,gpt
"يسير الشاب على خطى والده الّذي أمضى خمس سنوات ناجحة مع ""البلوغرانا""، إذ شارك في 207 مباراة وأحرز 94 هدفاً.",يسير,فلانٌ على خطى أو درب فلان : يقلِّده ويتبعه.,cnn arabia
ولا يوجد سوى نزر يسير من المعلومات عن خبرات المزارعين في مكافحة التصحر.,يسير,قليل وطفيف‏.,Reverso Dictionary
لسوء الحظ لا يستطيع أحد إيقاف هذه الخطوات ولكن تحويل سنوات النضج تلك إلى أعوام أكثر صحة والاستمتاع أكثر بالحياة هو أمر يسير وممكن، وذلك عن طريق اتخاذ بعض الخطوات الإيجابية البسيطة.,يسير,سهل وهين‏.,Altibbi
لاحظ الأسلحة النارية في يمين أحد الأشخاص، والسيوف التقليدية التي يمسك بها الآخرون.,يمين,اليد اليمنى.,Reverso Dictionary
غالبا ما نسمع في الدوائر التقدمية بالولايات المتحدة الشكوى بأن اليمين المسيحي أو اليمين الديني كما يطلق عليه يتمتع بقوة ونفوذ سياسي زائد، واتهامات مشابهة تطلق على جميع أنواع الجماعات النشطة سياسيا.,يمين,قسم، حلف.,aljazeera
حصلت صحراء اتاكاما على المركز العاشر بنسبة 76 % من الأصوات وتقع بمحاذاة بساحل تشيلي على يمين المحيط الهادئ أكبر المحيطات في العالم.,يمين,جهة اليمين، الجهة المقابلة للشمال.,arabia weather
